,Type,Date,Part of a policing operation,Policing operation,Latitude,Longitude,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing
56,Person search,2021-04-07T23:00:00+00:00,,,51.945305,-3.408183,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,0.0,0.0
57,Person search,2021-04-08T23:00:00+00:00,,,52.415490999999996,-4.0823730000000005,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,0.0,0.0
58,Person search,2021-04-08T23:00:00+00:00,,,,,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,0.0,0.0
59,Person search,2021-04-08T23:00:00+00:00,,,51.647688,-4.789329,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,,Anything to threaten or harm anyone,A no further action disposal,0.0,0.0
60,Person search,2021-04-09T23:00:00+00:00,,,52.422019,-4.083917,Male,18-24,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,0.0,0.0
61,Person search,2021-04-09T23:00:00+00:00,,,,,Male,over 34,Asian/Asian British - Pakistani,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,0.0,0.0
62,Person search,2021-04-09T23:00:00+00:00,,,52.272484999999996,-3.006446,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,0.0,0.0
63,Person search,2021-04-09T23:00:00+00:00,,,,,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,0.0,0.0
64,Person and Vehicle search,2021-04-09T23:00:00+00:00,,,52.272484999999996,-3.006446,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,0.0,0.0
65,Person search,2021-04-09T23:00:00+00:00,,,,,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,Arrest,0.0,0.0
66,Person search,2021-04-09T23:00:00+00:00,,,52.511674,-3.3146,Male,18-24,Black/African/Caribbean/Black British - Caribbean,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,0.0,0.0
67,Person search,2021-04-09T23:00:00+00:00,,,,,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,0.0,0.0
68,Person search,2021-04-09T23:00:00+00:00,,,52.420926,-4.083703,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,0.0,0.0
69,Person search,2021-04-09T23:00:00+00:00,,,52.419676,-4.084218,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,0.0,0.0
70,Person search,2021-04-09T23:00:00+00:00,,,,,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Controlled drugs,A no further action disposal,0.0,0.0
71,Person search,2021-04-09T23:00:00+00:00,,,52.419676,-4.084218,Male,18-24,Black/African/Caribbean/Black British - African,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,0.0,0.0
72,Person search,2021-04-09T23:00:00+00:00,,,,,Female,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,0.0,0.0
73,Person search,2021-04-09T23:00:00+00:00,,,,,Female,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,0.0,0.0
74,Person search,2021-04-09T23:00:00+00:00,,,,,Male,25-34,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,A no further action disposal,0.0,0.0
75,Person search,2021-04-09T23:00:00+00:00,,,,,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,0.0,0.0
76,Person search,2021-04-09T23:00:00+00:00,,,,,Female,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,0.0,0.0
77,Person search,2021-04-09T23:00:00+00:00,,,52.413713,-4.081746,Male,10-17,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,0.0,0.0
78,Person search,2021-04-09T23:00:00+00:00,,,,,Female,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,0.0,0.0
79,Person search,2021-04-09T23:00:00+00:00,,,52.414819,-4.082254,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,0.0,0.0
80,Person search,2021-04-09T23:00:00+00:00,,,52.413713,-4.081746,Male,10-17,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,0.0,0.0
81,Person search,2021-04-09T23:00:00+00:00,,,52.422019,-4.083917,Male,18-24,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,0.0,0.0
82,Person search,2021-04-09T23:00:00+00:00,,,52.422019,-4.083917,Male,25-34,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,0.0,0.0
83,Person search,2021-04-09T23:00:00+00:00,,,52.422019,-4.083917,Male,18-24,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,0.0,0.0
84,Person search,2021-04-10T23:00:00+00:00,,,51.954710999999996,-3.400561,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,0.0,0.0
85,Person search,2021-04-10T23:00:00+00:00,,,,,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,0.0,0.0
86,Person search,2021-04-10T23:00:00+00:00,,,51.677912,-4.158372,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,0.0,0.0
87,Person search,2021-04-10T23:00:00+00:00,,,51.675348,-4.158915,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,0.0,0.0
88,Person search,2021-04-10T23:00:00+00:00,,,52.413346000000004,-4.087757,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,Arrest,0.0,0.0
89,Person and Vehicle search,2021-04-10T23:00:00+00:00,,,,,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,0.0,0.0
90,Vehicle search,2021-04-10T23:00:00+00:00,,,51.720354,-3.8399919999999996,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,0.0,0.0
91,Person and Vehicle search,2021-04-10T23:00:00+00:00,,,51.804392,-4.958476,Male,over 34,Mixed/Multiple ethnic groups - White and Black Caribbean,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,0.0,0.0
92,Vehicle search,2021-04-10T23:00:00+00:00,,,,,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Summons / charged by post,0.0,0.0
93,Person search,2021-04-10T23:00:00+00:00,,,52.406793,-4.070790000000001,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,0.0,0.0
94,Person search,2021-04-10T23:00:00+00:00,,,51.675871,-4.1593160000000005,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,0.0,0.0
95,Person search,2021-04-10T23:00:00+00:00,,,52.412762,-4.088744,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,0.0,0.0
96,Person search,2021-04-10T23:00:00+00:00,,,51.677912,-4.158372,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,0.0,0.0
97,Person and Vehicle search,2021-04-10T23:00:00+00:00,,,,,Female,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,0.0,0.0
98,Person search,2021-04-10T23:00:00+00:00,,,,,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,0.0,0.0
99,Person and Vehicle search,2021-04-10T23:00:00+00:00,,,,,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,0.0,0.0
100,Person search,2021-04-10T23:00:00+00:00,,,,,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,0.0,0.0
101,Person and Vehicle search,2021-04-11T23:00:00+00:00,,,52.414978000000005,-4.080923,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,0.0,0.0
102,Person and Vehicle search,2021-04-11T23:00:00+00:00,,,,,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,0.0,0.0
103,Person and Vehicle search,2021-04-11T23:00:00+00:00,,,,,Male,25-34,,Other,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,0.0,0.0
104,Person and Vehicle search,2021-04-11T23:00:00+00:00,,,,,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,0.0,0.0
105,Person search,2021-04-11T23:00:00+00:00,,,,,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,A no further action disposal,0.0,0.0
106,Vehicle search,2021-04-12T23:00:00+00:00,,,,,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,0.0,0.0
107,Person search,2021-04-12T23:00:00+00:00,,,,,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,Arrest,0.0,0.0
108,Person search,2021-04-12T23:00:00+00:00,,,51.686467,-4.104685,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,0.0,0.0
109,Person search,2021-04-12T23:00:00+00:00,,,52.403781,-4.074368,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,0.0,0.0
110,Person and Vehicle search,2021-04-12T23:00:00+00:00,,,51.804825,-4.971257,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,0.0,0.0
111,Person search,2021-04-13T23:00:00+00:00,,,51.669823,-4.096551,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,0.0,0.0
112,Vehicle search,2021-04-13T23:00:00+00:00,,,51.76253,-4.6361669999999995,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,0.0,0.0
113,Person and Vehicle search,2021-04-13T23:00:00+00:00,,,51.756347999999996,-4.682034,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,0.0,0.0
114,Vehicle search,2021-04-13T23:00:00+00:00,,,51.802871,-4.963149,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,0.0,0.0
115,Person search,2021-04-13T23:00:00+00:00,,,51.677095,-4.161703,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,,Anything to threaten or harm anyone,Arrest,0.0,0.0
116,Person search,2021-04-13T23:00:00+00:00,,,51.676239,-4.159377,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,0.0,0.0
117,Person search,2021-04-13T23:00:00+00:00,,,52.412221,-4.081205000000001,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,0.0,0.0
118,Person search,2021-04-13T23:00:00+00:00,,,52.412221,-4.081205000000001,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,0.0,0.0
119,Person search,2021-04-13T23:00:00+00:00,,,52.511297,-3.320203,Male,10-17,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,0.0,0.0
120,Person and Vehicle search,2021-04-13T23:00:00+00:00,,,52.422019,-4.083917,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,0.0,0.0
121,Person search,2021-04-13T23:00:00+00:00,,,51.792945,-3.9913230000000004,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,0.0,0.0
122,Person and Vehicle search,2021-04-13T23:00:00+00:00,,,,,Male,over 34,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Anything to threaten or harm anyone,A no further action disposal,0.0,0.0
123,Person and Vehicle search,2021-04-13T23:00:00+00:00,,,,,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,0.0,0.0
124,Vehicle search,2021-04-15T23:00:00+00:00,,,,,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,0.0,0.0
125,Person search,2021-04-15T23:00:00+00:00,,,,,Female,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,0.0,0.0
126,Person search,2021-04-15T23:00:00+00:00,,,,,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,Arrest,0.0,0.0
