,Type,Date,Part of a policing operation,Policing operation,Latitude,Longitude,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing
30,Person search,2022-02-03T12:30:00+00:00,,,,,Female,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
31,Person search,2022-02-03T12:30:00+00:00,,,,,Female,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
32,Person search,2022-02-03T13:00:00+00:00,,,53.041692000000005,-2.9925349999999997,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
33,Person search,2022-02-03T13:00:00+00:00,,,53.041692000000005,-2.9925349999999997,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
34,Person search,2022-02-03T16:42:00+00:00,,,53.167226,-3.134818,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,True,0.0
35,Person search,2022-02-03T19:07:00+00:00,,,53.233964,-3.246239,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,0.0
36,Person search,2022-02-03T19:07:00+00:00,,,53.233964,-3.246239,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,0.0
37,Person search,2022-02-03T20:10:00+00:00,,,53.222758999999996,-4.1322779999999995,Male,over 34,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
38,Person search,2022-02-03T22:34:00+00:00,,,53.046110999999996,-2.988698,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,False,0.0
39,Person search,2022-02-03T22:45:00+00:00,,,53.044388,-2.987257,,,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
40,Person search,2022-02-03T23:38:00+00:00,,,53.317225,-3.834875,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,False,0.0
41,Person search,2022-02-04T00:57:00+00:00,,,53.314289,-3.501721,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
42,Person search,2022-02-04T02:37:00+00:00,,,53.320277000000004,-3.493103,Female,18-24,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,0.0
43,Person search,2022-02-04T09:55:00+00:00,,,53.03697,-2.92955,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
44,Person search,2022-02-04T09:55:00+00:00,,,53.03697,-2.92955,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
45,Person search,2022-02-04T09:55:00+00:00,,,53.03697,-2.92955,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
46,Person search,2022-02-04T10:06:00+00:00,,,53.409394999999996,-4.3454239999999995,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
47,Person search,2022-02-04T10:58:00+00:00,,,53.328168000000005,-3.472206,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
48,Person search,2022-02-04T11:40:00+00:00,,,52.951561,-3.972011,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
49,Person search,2022-02-04T11:40:00+00:00,,,52.951561,-3.972011,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Detailed object of search unavailable,,False,0.0
50,Person search,2022-02-04T11:40:00+00:00,,,52.951561,-3.972011,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
51,Person search,2022-02-04T11:40:00+00:00,,,52.951561,-3.972011,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
52,Person search,2022-02-04T12:48:00+00:00,,,53.31929,-3.4957559999999996,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
53,Person search,2022-02-04T12:48:00+00:00,,,53.31929,-3.4957559999999996,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
54,Person search,2022-02-04T12:48:00+00:00,,,53.31929,-3.4957559999999996,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
55,Person search,2022-02-04T13:06:00+00:00,,,53.285486,-3.574951,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
56,Person search,2022-02-04T13:06:00+00:00,,,53.285486,-3.574951,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
57,Person search,2022-02-04T15:05:00+00:00,,,53.322226,-3.8218019999999995,Male,18-24,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
58,Person search,2022-02-04T15:54:00+00:00,,,53.169701,-3.152252,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
59,Person search,2022-02-04T19:00:00+00:00,,,53.10946,-2.939823,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,0.0
60,Person search,2022-02-04T19:00:00+00:00,,,53.10946,-2.939823,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,0.0
61,Person search,2022-02-04T19:00:00+00:00,,,53.10946,-2.939823,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,0.0
62,Person search,2022-02-04T19:00:00+00:00,,,53.10946,-2.939823,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,0.0
63,Person search,2022-02-04T21:17:00+00:00,,,53.206289,-4.152215,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,True,0.0
64,Person search,2022-02-04T22:40:00+00:00,,,53.163213,-3.069093,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
65,Person search,2022-02-04T23:56:00+00:00,,,53.140716000000005,-4.276656,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
66,Person search,2022-02-04T23:56:00+00:00,,,53.140716000000005,-4.276656,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
67,Person search,2022-02-04T23:56:00+00:00,,,53.140716000000005,-4.276656,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
68,Person search,2022-02-05T03:10:00+00:00,,,53.321391000000006,-3.826436,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,A no further action disposal,False,0.0
69,Person search,2022-02-05T04:30:00+00:00,,,53.177909,-2.9381310000000003,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,0.0
70,Person search,2022-02-05T07:03:00+00:00,,,53.291005000000006,-3.721945,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,0.0
71,Person search,2022-02-05T12:05:00+00:00,,,53.297084,-3.788964,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest,False,0.0
72,Person search,2022-02-05T15:00:00+00:00,,,52.926139,-4.129569,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
73,Person search,2022-02-05T20:15:00+00:00,,,52.980245,-3.314364,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
74,Person search,2022-02-05T20:15:00+00:00,,,52.980245,-3.314364,Female,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
75,Person search,2022-02-06T00:15:00+00:00,,,53.045922,-2.995168,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,0.0
76,Person search,2022-02-06T20:49:00+00:00,,,53.288377000000004,-4.625329,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,0.0
77,Person search,2022-02-06T22:05:00+00:00,,,53.319444,-3.4892160000000003,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
78,Person search,2022-02-06T22:05:00+00:00,,,53.319444,-3.4892160000000003,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
79,Person search,2022-02-06T22:30:00+00:00,,,53.32141899999999,-4.4041559999999995,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,0.0
80,Person search,2022-02-06T22:30:00+00:00,,,53.32141899999999,-4.4041559999999995,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,0.0
81,Person search,2022-02-06T23:53:00+00:00,,,53.318794999999994,-3.816266,Male,18-24,Other ethnic group - Not stated,Other,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,0.0
82,Person search,2022-02-06T23:58:00+00:00,,,53.320297,-3.8203989999999997,Male,25-34,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,0.0
83,Person search,2022-02-06T23:58:00+00:00,,,53.320297,-3.8203989999999997,Male,25-34,Other ethnic group - Not stated,Other,Misuse of Drugs Act 1971 (section 23),Offensive weapons,A no further action disposal,False,0.0
84,Person search,2022-02-07T00:00:00+00:00,,,53.320297,-3.8203989999999997,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Offensive weapons,A no further action disposal,False,0.0
85,Person search,2022-02-07T00:01:00+00:00,,,53.318794999999994,-3.816266,Male,18-24,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
86,Person search,2022-02-07T00:01:00+00:00,,,53.322579000000005,-3.8240239999999996,Male,over 34,,Other,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
87,Person search,2022-02-07T00:01:00+00:00,,,53.322579000000005,-3.8240239999999996,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,0.0
88,Person search,2022-02-07T00:01:00+00:00,,,53.318794999999994,-3.816266,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,0.0
89,Person search,2022-02-07T04:00:00+00:00,,,53.186214,-3.415765,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
90,Person search,2022-02-07T09:48:00+00:00,,,53.320416,-3.488379,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,0.0
91,Person search,2022-02-07T19:49:00+00:00,,,53.05310600000001,-2.992902,Male,10-17,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,0.0
92,Person search,2022-02-08T01:35:00+00:00,,,53.320241,-3.495219,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
93,Person search,2022-02-08T01:35:00+00:00,,,53.320241,-3.495219,Female,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
94,Person search,2022-02-08T10:00:00+00:00,,,53.22949499999999,-4.11351,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Offensive weapons,A no further action disposal,False,0.0
95,Person search,2022-02-08T11:00:00+00:00,,,53.211991000000005,-3.039414,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,0.0
96,Person search,2022-02-08T11:20:00+00:00,,,53.292637,-3.722221,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Summons / charged by post,True,0.0
97,Person search,2022-02-08T11:26:00+00:00,,,53.292637,-3.722221,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Summons / charged by post,True,0.0
98,Person search,2022-02-08T12:00:00+00:00,,,53.312166000000005,-3.473007,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,0.0
